id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
36324000,215500.0,HOUSE,VILLA,Wallonia,Hainaut,Thuin,6150,50.3994188,4.2708275,,,0.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,560.0,G,MISSING,0,699.0
30545000,324500.0,APARTMENT,PENTHOUSE,Flanders,Antwerp,Mechelen,2560,51.1389892,4.6317813,2009.0,110.0,,3.0,2.0,USA_HYPER_EQUIPPED,0,0,1,,0,0.0,0,0,AS_NEW,188.0,B,MISSING,1,
66991000,1375000.0,HOUSE,MANOR_HOUSE,Flanders,East Flanders,Oudenaarde,9700,50.8312983,3.676145,1887.0,421.0,2857.0,4.0,5.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,914.0,E,GAS,1,
39986000,395000.0,HOUSE,HOUSE,Flanders,West Flanders,Veurne,8670,51.1217635,2.6914997,1971.0,,567.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,397.0,D,MISSING,0,877.0
7171000,625000.0,HOUSE,VILLA,Flanders,Antwerp,Antwerp,2520,51.1604617,4.598705,2000.0,190.0,1177.0,4.0,4.0,HYPER_EQUIPPED,0,0,1,60.0,1,800.0,0,1,MISSING,324.0,D,FUELOIL,1,1108.0
64433000,1395000.0,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8300,,,1973.0,194.0,618.0,,3.0,MISSING,0,0,1,,1,,0,0,MISSING,172.0,B,MISSING,1,1130.0
58684000,249000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8301,51.3400904,3.2307294,,,,1.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,GAS,0,
13263000,495000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8620,51.137728,2.7403396,,93.0,,,2.0,MISSING,0,0,1,37.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,
26216000,250000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0622131,3.7350336,2021.0,50.0,,4.0,1.0,INSTALLED,0,0,1,3.0,0,0.0,0,1,AS_NEW,40.0,A,GAS,0,731.0
35106000,515000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2018,51.19728,4.40524,,107.0,,,2.0,MISSING,0,0,1,7.0,0,0.0,0,0,JUST_RENOVATED,65.0,A,GAS,1,
4147000,239000.0,APARTMENT,DUPLEX,Flanders,East Flanders,Aalst,9300,50.9263351,4.0696449,1997.0,95.0,,2.0,2.0,INSTALLED,0,0,1,4.0,0,0.0,0,1,AS_NEW,144.0,B,GAS,1,
5655000,429000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8660958,4.3447036,,98.0,,4.0,2.0,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
26067000,491505.0,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,,,,176.0,653.0,,4.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,GAS,1,
65506000,410000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,50.8542684,4.4306636,2005.0,95.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,
76127000,265000.0,HOUSE,MIXED_USE_BUILDING,Flanders,Limburg,Hasselt,3560,50.985914,5.192056,1970.0,114.0,0.0,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,,E,GAS,0,1400.0
34255000,230000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.6912508,4.2008037,2001.0,76.0,,2.0,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,AS_NEW,,MISSING,ELECTRIC,1,1050.0
33764000,425000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,50.8639517,3.2948592,,191.0,420.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,,A,MISSING,1,
12595000,510000.0,APARTMENT,GROUND_FLOOR,Flanders,East Flanders,Gent,9040,51.0656794,3.755662,2024.0,142.0,,4.0,2.0,USA_HYPER_EQUIPPED,0,0,1,34.0,1,85.0,0,0,AS_NEW,,MISSING,MISSING,1,
34354000,225000.0,APARTMENT,GROUND_FLOOR,Wallonia,Liège,Liège,4030,50.6259729,5.6033706,,90.0,,2.0,2.0,MISSING,0,0,1,50.0,0,0.0,0,0,AS_NEW,,MISSING,GAS,1,
3135000,100000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6140,50.4108757,4.3145184,,,350.0,2.0,3.0,MISSING,0,0,0,0.0,1,235.0,0,0,TO_RENOVATE,614.0,G,MISSING,0,446.0
40050000,298000.0,APARTMENT,TRIPLEX,Brussels-Capital,Brussels,Brussels,1000,,,,,,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,1291.0,G,MISSING,0,
17401000,735000.0,APARTMENT,DUPLEX,Flanders,West Flanders,Brugge,8300,,,2023.0,128.0,,3.0,3.0,MISSING,0,0,1,11.0,0,0.0,0,1,GOOD,,A++,MISSING,1,
48370000,235000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4400,50.6149194,5.4445321,2023.0,95.0,,3.0,2.0,MISSING,0,0,1,,0,0.0,0,0,AS_NEW,,MISSING,MISSING,1,
50510000,325000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1840,51.0245542,4.2964419,1958.0,172.0,508.0,3.0,3.0,NOT_INSTALLED,0,0,1,7.0,1,140.0,0,0,TO_RENOVATE,337.0,D,GAS,1,592.0
21200000,5850000.0,HOUSE,VILLA,Flanders,West Flanders,Brugge,8300,51.3371244,3.3145564,1991.0,289.0,988.0,4.0,7.0,HYPER_EQUIPPED,0,0,1,821.0,1,821.0,0,0,AS_NEW,198.0,B,GAS,1,2481.0
75424000,455000.0,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1050,50.823546,4.3703159,1900.0,93.0,,2.0,1.0,INSTALLED,0,1,0,0.0,0,0.0,0,1,GOOD,662.0,G,GAS,0,
62435000,1685000.0,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,Antwerp,Mechelen,2580,,,2014.0,320.0,9190.0,4.0,5.0,HYPER_EQUIPPED,0,0,1,125.0,0,0.0,1,0,AS_NEW,129.0,B,MISSING,1,2241.0
50879000,349000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2500,51.1200325,4.5847049,1919.0,192.0,1091.0,4.0,4.0,MISSING,0,1,0,0.0,1,957.0,0,0,TO_RENOVATE,511.0,F,GAS,1,865.0
62440000,270000.0,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8490,51.1816374,3.0926785,,130.0,208.0,3.0,2.0,NOT_INSTALLED,0,1,1,,1,,0,0,JUST_RENOVATED,314.0,D,GAS,1,381.0
2934000,309000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6820,49.6936806,5.3020427,2023.0,166.0,407.0,3.0,4.0,HYPER_EQUIPPED,0,0,1,,1,407.0,0,1,AS_NEW,91.0,B,GAS,1,
18026000,431000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3270,50.9772209,4.9374366,2023.0,180.0,967.0,3.0,3.0,INSTALLED,0,1,1,31.0,1,,0,0,MISSING,,MISSING,MISSING,1,
75734000,348500.0,HOUSE,VILLA,Wallonia,Hainaut,Thuin,7120,50.422999,4.1064406,,120.0,1250.0,4.0,3.0,INSTALLED,0,0,1,,1,1130.0,0,0,MISSING,330.0,D,ELECTRIC,1,979.0
16226000,568500.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3270,50.9793137,4.9501412,2023.0,288.0,751.0,4.0,4.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,0,AS_NEW,,MISSING,MISSING,0,
6031000,195000.0,HOUSE,HOUSE,Wallonia,Liège,Verviers,4970,50.3958078,5.9295265,,108.0,655.0,3.0,4.0,INSTALLED,0,0,0,0.0,1,,0,1,TO_RENOVATE,507.0,F,FUELOIL,1,731.0
33854000,276000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8730,51.1286785,3.3301643,,100.0,,,2.0,MISSING,0,0,1,8.0,0,0.0,0,0,MISSING,,A,MISSING,0,
46742000,337500.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2300,51.3134741,4.9202784,2023.0,142.0,173.0,2.0,3.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,1,MISSING,,MISSING,GAS,1,
7826000,470000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4122,50.5451573,5.4956168,,138.0,,,3.0,MISSING,0,0,1,16.0,0,0.0,0,1,MISSING,65.0,A,MISSING,0,
29311000,129000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1070,50.8373045,4.2882711,1996.0,25.0,,2.0,0.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,259.0,E,ELECTRIC,1,721.0
12420000,269500.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9550,50.8980437,3.8798856,2022.0,79.0,,,2.0,INSTALLED,0,0,1,9.0,0,0.0,0,0,GOOD,,MISSING,GAS,1,
49378000,215000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4620,50.6134991,5.6928397,,68.0,,,1.0,MISSING,0,0,1,10.0,0,0.0,0,1,AS_NEW,85.0,A,MISSING,1,
20764000,295000.0,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3840,50.8095727,5.2597821,2023.0,,314.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,
52108000,765000.0,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,50.7013621,4.064091,1927.0,168.0,48233.0,4.0,4.0,SEMI_EQUIPPED,0,1,1,,1,,0,1,TO_RENOVATE,474.0,F,FUELOIL,1,
68540000,334871.0,APARTMENT,SERVICE_FLAT,Flanders,Flemish Brabant,Leuven,3272,51.016921,4.9549334,2023.0,118.0,,4.0,2.0,MISSING,0,0,1,15.0,0,0.0,0,1,AS_NEW,30.0,A,MISSING,0,
23770000,199000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.206052,4.4679839,,118.0,,2.0,2.0,INSTALLED,0,0,1,,0,0.0,0,0,MISSING,146.0,B,GAS,1,986.0
70145000,340455.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4052,50.5655317,5.6336552,,96.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,1,AS_NEW,81.0,A,MISSING,0,
60152000,337500.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9470,50.8842209,4.0809711,,154.0,154.0,,3.0,MISSING,0,0,1,11.0,1,60.0,0,0,GOOD,,MISSING,MISSING,0,
30038000,1545000.0,HOUSE,VILLA,Flanders,East Flanders,Aalst,9310,50.9642842,4.0993465,2013.0,1107.0,4300.0,4.0,4.0,MISSING,0,0,0,0.0,1,3273.0,1,0,GOOD,90.0,A,MISSING,1,1862.0
75957000,250000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8820,51.0677514,3.086166,2023.0,,,,2.0,MISSING,0,0,1,,0,0.0,0,0,GOOD,40.0,A+,MISSING,0,
47998000,465000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9337015,4.0555198,,112.0,,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,
52423000,258000.0,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4830,50.6218235,5.9409993,2024.0,105.0,,,3.0,INSTALLED,0,0,1,7.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,
11570000,349000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2303681,4.4764142,1961.0,167.0,,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,127.0,B,GAS,1,
18810000,254000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2294115,4.478656,1970.0,107.0,,3.0,2.0,USA_INSTALLED,0,0,1,14.0,0,0.0,0,1,GOOD,153.0,B,GAS,1,
76625000,155000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0983664,2.5957935,1968.0,51.0,,,0.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,253.0,C,GAS,1,594.0
23139000,165000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,,,,,,,1.0,INSTALLED,0,1,1,8.0,0,0.0,0,1,JUST_RENOVATED,133.0,B,GAS,1,
79282000,350000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6960,50.2346365,5.6197984,1950.0,322.0,2300.0,4.0,8.0,MISSING,0,0,0,0.0,1,2000.0,0,0,MISSING,142.0,B,GAS,1,1.0
40866000,349000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7456453,3.6162563,1996.0,203.0,366.0,2.0,3.0,HYPER_EQUIPPED,0,1,1,,1,,0,0,GOOD,230.0,C,GAS,1,907.0
62498000,319000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1400,,,,86.0,,4.0,2.0,INSTALLED,0,0,1,26.0,1,34.0,0,1,AS_NEW,,MISSING,GAS,1,
44609000,569000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3484372,3.2888781,2004.0,,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,249.0,C,GAS,1,
65153000,220000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9630,50.8755978,3.7283678,1957.0,160.0,1470.0,3.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,853.0,F,WOOD,0,406.0
30899000,1150000.0,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1180,,,1939.0,404.0,0.0,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,250.0,E,GAS,1,
67598000,145000.0,APARTMENT,GROUND_FLOOR,Wallonia,Hainaut,Charleroi,7181,,,,62.0,,3.0,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,323.0,D,ELECTRIC,1,356.0
36603000,140000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7080,,,,217.0,208.0,2.0,4.0,MISSING,0,1,1,,0,0.0,0,1,TO_BE_DONE_UP,226.0,C,GAS,1,818.0
947000,450000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3450,50.8971079,5.10766,2008.0,219.0,547.0,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,MISSING,109.0,B,GAS,1,1209.0
66341000,299000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8490,51.1816773,3.092316,2009.0,136.0,,2.0,4.0,INSTALLED,0,1,1,14.0,0,0.0,0,0,GOOD,90.0,A,GAS,1,771.0
328000,170000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,50.8518341,4.3291433,,50.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,209.0,D,GAS,1,1362.0
76701000,199000.0,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8400,51.2327253,2.918308,1979.0,47.0,,2.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,143.0,B,MISSING,1,706.0
36350000,279500.0,APARTMENT,GROUND_FLOOR,Flanders,West Flanders,Ieper,8980,50.8488469,3.0241647,2020.0,115.0,,,2.0,MISSING,0,0,0,0.0,1,32.0,0,1,GOOD,,MISSING,MISSING,0,
43855000,365000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2060,51.2317168,4.4297908,1899.0,163.0,92.0,2.0,4.0,INSTALLED,0,1,0,0.0,1,16.0,0,1,JUST_RENOVATED,207.0,C,GAS,1,656.0
5684000,195000.0,HOUSE,HOUSE,Wallonia,Liège,Waremme,4350,50.6915866,5.3130535,1949.0,210.0,875.0,4.0,2.0,MISSING,0,0,1,36.0,1,335.0,0,0,TO_RENOVATE,628.0,G,MISSING,1,413.0
76861000,339500.0,HOUSE,MIXED_USE_BUILDING,Flanders,East Flanders,Oudenaarde,9600,50.7474461,3.6045329,,900.0,557.0,2.0,5.0,MISSING,0,1,1,,0,0.0,0,1,TO_RESTORE,593.0,F,MISSING,0,
16921000,465000.0,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8210,51.1464091,3.1912965,,156.0,931.0,4.0,3.0,INSTALLED,0,0,1,20.0,1,600.0,0,0,GOOD,640.0,F,ELECTRIC,1,
56828000,319000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7474862,3.6244418,1970.0,118.0,466.0,3.0,3.0,USA_HYPER_EQUIPPED,0,1,1,,0,0.0,0,0,GOOD,383.0,D,GAS,1,855.0
48483000,169000.0,APARTMENT,GROUND_FLOOR,Wallonia,Namur,Namur,5031,,,,115.0,,2.0,2.0,MISSING,0,1,0,0.0,1,,0,1,TO_BE_DONE_UP,482.0,F,FUELOIL,1,
12775000,140000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,50.8558476,4.3330539,1930.0,62.0,,2.0,1.0,MISSING,0,1,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,327.0,F,MISSING,1,
48534000,404000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2380,51.4085938,4.9968687,2023.0,163.0,332.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,99.0,A,MISSING,0,
30720000,289000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1223053,2.6420077,1991.0,62.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,AS_NEW,283.0,C,ELECTRIC,1,823.0
59942000,575000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9040,51.0505704,3.7494971,1920.0,160.0,103.0,2.0,4.0,INSTALLED,0,0,1,15.0,1,25.0,0,0,AS_NEW,167.0,B,GAS,1,647.0
40901000,799000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9160,51.1258632,3.9803671,1996.0,,,3.0,7.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,241.0,C,ELECTRIC,1,3388.0
6620000,313632.0,APARTMENT,APARTMENT,Flanders,West Flanders,Roeselare,8770,50.9040702,3.2629322,2022.0,135.0,,,2.0,MISSING,0,0,1,,0,0.0,0,1,MISSING,0.0,MISSING,MISSING,0,
26380000,220000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5070,50.3946568,4.695802,,592.0,207.0,3.0,5.0,INSTALLED,0,0,1,,0,0.0,0,1,MISSING,318.0,D,FUELOIL,1,1038.0
78196000,402000.0,APARTMENT,PENTHOUSE,Wallonia,Hainaut,Mons,7000,50.4560272,3.971193,,149.0,,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,
18575000,320000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3370,50.8129514,4.845043,1930.0,155.0,125.0,4.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,209.0,C,GAS,1,583.0
48202000,365000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1390,,,2022.0,88.0,,,2.0,MISSING,0,1,0,0.0,0,0.0,0,0,MISSING,,B,GAS,1,
65986000,199000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2400,51.2156521,5.1096117,1963.0,133.0,364.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,813.0,F,GAS,1,1.0
12187000,199000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8540,50.8648643,3.3831838,,141.0,1105.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,1139.0,F,MISSING,0,433.0
24159000,339000.0,APARTMENT,DUPLEX,Flanders,Antwerp,Antwerp,2180,51.2823252,4.4509016,1995.0,162.0,,3.0,2.0,INSTALLED,0,1,1,31.0,1,,0,1,GOOD,231.0,C,GAS,1,1393.0
27105000,372000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8550,50.8124342,3.3334422,2021.0,87.0,,,2.0,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,0,GOOD,0.0,MISSING,GAS,1,
53928000,498000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2300,51.2939085,4.9461531,1994.0,270.0,790.0,4.0,5.0,MISSING,0,0,1,,0,0.0,0,1,GOOD,214.0,C,GAS,1,1891.0
66109000,385000.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5530,,,2023.0,160.0,1030.0,4.0,4.0,NOT_INSTALLED,0,1,0,0.0,0,0.0,0,1,MISSING,70.0,A,MISSING,1,
58543000,715000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1653,,,1958.0,250.0,1452.0,4.0,4.0,MISSING,0,0,1,,0,0.0,0,0,MISSING,184.0,B,GAS,1,3956.0
20173000,387000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9400,50.7923344,4.0267264,2023.0,179.0,318.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
75511000,538000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2140,51.2161318,4.4305014,,243.0,243.0,,5.0,MISSING,0,0,1,8.0,0,0.0,0,0,MISSING,381.0,D,MISSING,0,
35916000,325000.0,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,6542,50.3333998,4.2123572,2023.0,,1255.0,4.0,3.0,INSTALLED,0,0,1,,0,0.0,0,1,AS_NEW,,B,MISSING,0,
72057000,761763.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2820,,,,256.0,2100.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
16971000,195000.0,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2060,51.2325543,4.4238856,,51.0,,,1.0,MISSING,0,0,1,6.0,0,0.0,0,1,JUST_RENOVATED,214.0,C,ELECTRIC,1,
69691000,501000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1740,50.874753,4.1541232,,159.0,387.0,,3.0,MISSING,0,0,0,0.0,1,308.0,0,1,GOOD,0.0,MISSING,MISSING,0,
7243000,389000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,50.8538513,3.283573,1956.0,177.0,382.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,308.0,A++,GAS,1,651.0
22609000,145000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mouscron,7700,,,,110.0,,,2.0,MISSING,0,1,0,0.0,0,0.0,0,1,MISSING,144.0,B,MISSING,0,867.0
22743000,417600.0,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2500,51.1272438,4.5809339,,128.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,
6590000,120000.0,HOUSE,HOUSE,Wallonia,Liège,Verviers,4800,50.5805314,5.849905,,121.0,105.0,2.0,4.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,,MISSING,GAS,0,356.0
39052000,390000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Roeselare,8800,50.9571067,3.1019486,,119.0,,2.0,2.0,INSTALLED,0,0,1,36.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,
37071000,139500.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6001,,,,125.0,0.0,3.0,3.0,MISSING,0,0,1,,0,0.0,0,1,GOOD,420.0,E,MISSING,1,327.0
20819000,455000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8620,51.137728,2.7403396,2023.0,88.0,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,
77599000,475000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3000,50.8864288,4.7037601,2023.0,115.0,,2.0,2.0,INSTALLED,0,1,1,9.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,
50884000,369000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2480,51.2376811,5.1136854,2022.0,142.0,,,3.0,MISSING,0,0,1,22.0,0,0.0,0,0,GOOD,,MISSING,MISSING,0,
2938000,305000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9438305,4.0602771,2023.0,100.0,,,2.0,HYPER_EQUIPPED,0,0,1,25.0,0,0.0,0,1,GOOD,30.0,A,MISSING,1,
69507000,610000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2265422,2.9246448,,158.0,,,3.0,MISSING,0,0,1,31.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,
46382000,185500.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.4448118,3.9512628,,78.0,,2.0,2.0,MISSING,0,0,1,,0,0.0,0,0,AS_NEW,103.0,B,MISSING,1,
44775000,288000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9130,51.2872267,4.178683,2023.0,94.0,,2.0,2.0,INSTALLED,0,0,1,14.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,
56125000,670000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1180,,,,280.0,192.0,,4.0,MISSING,0,1,1,65.0,0,0.0,0,1,GOOD,350.0,G,GAS,1,
70748000,395000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9070,51.0540784,3.7716874,1935.0,,160.0,,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,AS_NEW,236.0,C,GAS,0,366.0
76024000,395000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9620,50.8663341,3.8080523,,201.0,653.0,1.0,4.0,USA_INSTALLED,0,0,1,34.0,1,510.0,0,0,AS_NEW,144.0,B,GAS,1,
1622000,449000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2050,51.2194643,4.3799093,1990.0,176.0,299.0,3.0,3.0,INSTALLED,0,0,1,17.0,1,190.0,0,0,GOOD,266.0,C,GAS,1,1323.0
2651000,174000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4420,50.6332839,5.5187729,,144.0,290.0,2.0,4.0,MISSING,0,0,1,15.0,1,148.0,0,1,TO_BE_DONE_UP,408.0,E,GAS,1,575.0
45145000,225000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1081,,,1961.0,100.0,,2.0,2.0,NOT_INSTALLED,0,1,0,0.0,0,0.0,0,1,MISSING,415.0,G,MISSING,1,1601.0
62319000,135000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1060,,,,28.0,,2.0,0.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,TO_RENOVATE,,MISSING,GAS,1,
